MH2,MH3,MH5,SAP,SSN,DESCRIPTION,Sales Quantity,Online Sales Quantity,% Online Sales,Gross Sales,Margin %,Total Stock ,DC Stock ,Total Wks Cover,DC Cover
BAG_CAP_SCARF,CAPS,CAP_M_CAP,1116256,21Q2,New Era Bucks Greyscale 9Forty Grey,1,,0.00%,11,3.40%,5,0,5,0
SWIM,SWIM_HARDWARE,SW_ACC,1096369,CORE,Zoggs DC Dive Toy Batman Black,1,,0.00%,11,54.60%,28,0,28,0
KEEPFIT,KEEP_FIT_ACC,KPFTMATS,1122559,ESS,Bahe Yoga Mat Harness Brown,1,,0.00%,11,58.20%,704,532,704,532
KEEPFIT,ATHLETICS_ACC,ATH_HWARE,1115193,21Q2,Nike Lean Arm Band Cerulean/Blk,1,,0.00%,11,4.60%,44,0,44,0
GAELIC,GAA_REPLICA,DUB_TK,1096638,19Q2,O'Neills Dublin Alt 19 Kids Shorts Black,1,,0.00%,11,-25.00%,6,0,6,0
APPAREL_GIRLS,GIRL_TRAIN_APP,JG_SHORTS,1114967,P21Q4,Nike Girls Jnr Sky Dye Tempo Short Pink,2,2,100.00%,11,-46.90%,0,0,0,0
APPAREL_MEN,MEN_TRAIN_APP,TRAIN_HG,1087744,P21Q3,UA HG Armour LS Mens Top Carbon Heat/Blk,1,,0.00%,11,-62.80%,1,0,1,0
APPAREL_BOYS,BOYS_TRAIN_APP,B_INL_TSH,1115650,P2201,Canterbury Kids Vapodri Graph Tee Black,1,1,100.00%,11,27.40%,3,1,3,1
FOOTWEAR_BOYS,KIDS_BOYS_FW,KIDBOYSFW,1103975,P21Q3,Nike Court Borough Low 2 Bg Boy Wht/Blue,1,1,100.00%,11,-66.70%,13,1,13,1
APPAREL_MEN,MEN_TRAIN_APP,M_WVN_JP,1116896,P2201,Puma Mens teamLIGA Training Pant Grey,1,,0.00%,11,100.00%,0,0,0,0
APPAREL_MEN,MEN_RUN_APP,ATH_M_VST,1116957,P2203,UA Mens Streaker Singlet Black,1,1,100.00%,11,-48.60%,0,0,0,0
APPAREL_WOMEN,WOMEN_RUN_APP,ATH_W_SST,1117022,P2203,Nike Wmns DF Run DVN Tee White,1,1,100.00%,11,-63.90%,5,2,5,2
GAELIC,GAA_REPLICA,KDL_LW,1029314,CLE,O'Neills Kildare Polo Black,1,,0.00%,11,0.50%,0,0,0,0
SOCCER,SOCCER_REPLICA,SIRE_LW,1108127,P2201,Umbro FAI 21 Kids Graphic Tee Gree,1,,0.00%,10,-53.90%,-1,0,-1,0
SOCKS,SOCKS1,LACES,1033742,NOOS,Shoe Lace Company Flat Black,5,1,20.00%,10,71.60%,68,0,13.6,0
SOCKS,SOCKS1,LACES,1049345,NOOS,Shoe Lace Company Sports Oval Flame Red,5,1,20.00%,10,71.40%,86,1,17.2,0.2
KEEPFIT,KEEP_FIT_ACC,KPFTABS,1133060,22Q1,Phoenix Fitness Sit Up Bar,1,,0.00%,10,57.90%,222,187,222,187
APPAREL_MEN,MEN_TRAIN_APP,M_INL_TSH,1123850,P2203,Nike Men's DF ACD21 SS Top Navy,1,1,100.00%,10,2.30%,4,0,4,0
GAELIC,GAA_REPLICA,MAY_LW,1121131,21Q4,O'Neills Mayo Harlem Wmns Bobble Hat Nvy,1,,0.00%,10,-9.50%,3,0,3,0
GAELIC,GAA_REPLICA,LIM_LW,1120959,21Q4,O'Neills Limerick Harlem Rev Snood Navy,1,,0.00%,10,17.90%,8,0,8,0
GAELIC,GAA_REPLICA,KER_LW,1120841,21Q4,O'Neills Kerry Harlem Revers Snood Navy,1,,0.00%,10,17.90%,50,41,50,41
GAELIC,GAA_REPLICA,COR_LW,1120779,21Q4,O'Neills Cork Harlem Revers  Snood Navy,1,1,100.00%,10,17.90%,18,12,18,12
GAELIC,GAA_REPLICA,KIL_LW,1120816,21Q4,O'Neills Kilkenny Harlem Revers Snood Bl,1,,0.00%,10,17.90%,37,27,37,27
GAELIC,GAA_REPLICA,MTH_LW,1120851,21Q4,O'Neills Meath Harlem Revers Snood Navy,1,,0.00%,10,17.90%,10,3,10,3
GAELIC,GAA_REPLICA,ROS_LW,1120861,21Q4,O'Neills Roscom Harlem Revers Snood Navy,1,,0.00%,10,17.90%,19,8,19,8
GAELIC,GAA_REPLICA,CAR_LW,1119523,21Q4,O'Neills Carlow Harlem Revers Snood Ny,1,,0.00%,10,17.90%,18,0,18,0
CLEARANCE,CLEARANCE_MISC,CLEARMISC,1113712,CLE,Rugbytech Pocketless Club Shorts Red,2,,0.00%,10,-22.90%,721,617,360.5,308.5
CLEARANCE,CLEARANCE_MISC,CLEARMISC,1113351,CLE,Rugbytech Pocketless Shorts Royal,2,,0.00%,10,-22.90%,287,204,143.5,102
CLEARANCE,CLEARANCE_MISC,CLEARMISC,1113055,CLE,RugbyTech Kids Jacket Black,1,,0.00%,10,-22.40%,52,12,52,12
CLEARANCE,CLEARANCE_MISC,CLEARMISC,1113058,CLE,RugbyTech Kids Rain Trousers Black,2,,0.00%,10,0.00%,13,0,6.5,0
CLEARANCE,CLEARANCE_MISC,CLEARMISC,1112559,CLE,Rugbytech Clubwear Polo Shirt Green/Silv,1,,0.00%,10,1.60%,30,0,30,0
CLEARANCE,CLEARANCE_MISC,CLEARMISC,1003583,CLE,CLEARANCE #5,4,,0.00%,10,100.00%,51,0,12.75,0
CLEARANCE,CLEARANCE_MISC,CLEARMISC,1039465,13Q2,Rugbytech Lock Bag ( Laptop Bag),1,,0.00%,10,-4.60%,150,118,150,118
CLEARANCE,CLEARANCE_MISC,CLEARMISC,1115503,CLE,Winter Mitts Black,1,,0.00%,10,7.70%,138,6,138,6
TEAMWEAR,TW_CLUB,GAACLUBTK,1018025,CLUB,Embroidery Crest,2,,0.00%,10,38.60%,-2,0,-1,0
TEAMWEAR,TW_CLUB,GAACLUBTK,1018026,CLUB,Embroidery Large on Back of a Garment,1,,0.00%,10,38.50%,-1,0,-1,0
TEAMWEAR,TW_CLUB,CB_CEL_S,1091662,18Q3,Cbar Celtic M  Adi Core Sweat Blk/Wht,1,,0.00%,10,-111.40%,0,0,0,0
SUPPORTS,SUPPORTS1,SUP_OTH,1047186,CORE,UP Skin Shield,1,,0.00%,10,71.20%,65,38,65,38
RACKET_SPORT,TENNIS,TNS_BALL,1093388,CORE,Wilson Starter Balls 4 Pck Tube 11up Grn,1,,0.00%,10,57.90%,2,0,2,0
RACKET_SPORT,TENNIS,TNS_ACC,1093396,CORE,Wilson Pro Overgrip 3 Pack Green,1,,0.00%,10,56.90%,51,28,51,28
RACKET_SPORT,TABLETENNIS,TBT_BAT,1102349,ESS,Stiga Instinct Hobby Table Tennis Bat,1,,0.00%,10,21.60%,347,227,347,227
RACKET_SPORT,SQUASH,SQA_BALL,29214001,NOOS,Dunlop 2 Dot Pro Squash Ball Yellow,2,,0.00%,10,64.30%,305,243,152.5,121.5
RACKET_SPORT,SQUASH,SQA_BALL,29454001,NOOS,Dunlop Progress Squash Ball Red,3,,0.00%,10,-207.50%,355,240,118.33,80
GOLF,GOLF_HARDWARE,GOLF_SOCK,1097479,ESS,Footjoy Prodry Sport Ankle Sock White,1,,0.00%,10,43.20%,25,1,25,1
SOCKS,SOCKS1,LACES,1049310,NOOS,Shoe Lace Company Flat Rainbow,5,,0.00%,10,70.60%,134,53,26.8,10.6
SOCKS,SOCKS1,LACES,1049314,NOOS,Shoe Lace Company Sports Oval Flo Green,5,2,40.00%,10,70.40%,118,34,23.6,6.8
SOCKS,SOCKS1,LACES,1049343,NOOS,Shoe Lace Company Sports Oval Flo Orange,5,,0.00%,10,70.60%,73,0,14.6,0
FOOTWEAR_GIRLS,KIDS_GIRLS_FW,KIDGIRLFW,1114202,P21Q4,Nike Court Legacy Canvas Kid Girl Ivory,1,1,100.00%,10,-97.50%,2,0,2,0
BAG_CAP_SCARF,WINTER,CAP_M_BRX,1122655,21Q4,Puma NEYMAR JR Bronx Beanie Parisian Nig,2,,0.00%,10,-89.20%,5,0,2.5,0
APPAREL_BOYS,BOYS_TRAIN_APP,B_TSUIT,1112443,P21Q4,adidas Boys BOS COT Tracksuit Black,1,,0.00%,10,100.00%,0,0,0,0
SWIM,SWIM_HARDWARE,SW_A_CAP,1125251,21Q3,Speedo Boom End+ Swim Cap Blue,1,,0.00%,10,55.50%,30,0,30,0
RUGBY,RUGBY_REPLICA,RIRE_TK,1100983,19Q3,Elms IRFU Print Number 1 White,2,,0.00%,10,72.90%,2,0,1,0
RUGBY,RUGBY_REPLICA,CON_ACC,1050551,ESS,Rhino Connacht Mini Ball,1,,0.00%,10,41.50%,16,0,16,0
AUTHENTIC_SPORT,AMERICAN_SPORTS,US_FOOT,1103848,ESS,Wilson NFL Team Logo Junior - 49ers Mult,1,1,100.00%,10,8.60%,28,27,28,27
AUTHENTIC_SPORT,AMERICAN_SPORTS,US_BASE,1129929,#,Baden Leather Match Baseball,1,,0.00%,10,41.90%,54,37,54,37
AUTHENTIC_SPORT,HOCKEY,HKY_ACC1,1068494,21Q3,Grays Cushion Grip Black,1,1,100.00%,10,36.70%,4,3,4,3
AUTHENTIC_SPORT,SNOOKER,SNO_ACC,1018372,CORE,PowerGlide Stick on Tips Blue,2,,0.00%,10,61.70%,43,0,21.5,0
FOOTWEAR_MEN,MEN_STYLE_FW,MENSANDAL,1114019,P21Q4,Puma Leadcat Unisex Slide Black/White,1,1,100.00%,10,-18.50%,2,0,2,0
KEEPFIT,KEEP_FIT_WEIGHT,KPFTWGTAC,1119364,ESS,Rival Olympic Spring Collars Multi,1,1,100.00%,10,35.70%,383,381,383,381
KEEPFIT,KEEP_FIT_ACC,KPFTRESAC,1122594,ESS,PTP Microband Light Lime,1,,0.00%,10,57.40%,131,59,131,59
KEEPFIT,KEEP_FIT_ACC,KPFTROPES,1115188,ESS,Body Sculpture 9 Cable Speed Skip Rope,1,,0.00%,10,60.00%,20,0,20,0
KEEPFIT,ATHLETICS_ACC,ATH_HWARE,1092260,21Q4,Body Sculpture Waist Pouch Black,4,,0.00%,10,-60.10%,2,0,0.5,0
APPAREL_MEN,MEN_TRAIN_APP,M_INL_TSH,1120056,P2203,Nike Mens DF Acd21 Tee Blue,1,1,100.00%,10,1.60%,5,0,5,0
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_TNK_TOP,1113527,P21Q4,UA Wmns Iso Chill Crop Tank Blue,1,1,100.00%,10,-123.00%,25,24,25,24
SOCCER,SOCCER_REPLICA,INS_TK,1101436,20Q2,adidas Spain Home 20 Shorts Navy,1,1,100.00%,10,-113.40%,2,2,2,2
GAELIC,GAA_REPLICA,MAY_LW,1100605,ESS,FOCO Mayo Crest Keyring Green,2,,0.00%,10,52.80%,305,231,152.5,115.5
GAELIC,GAA_REPLICA,KDL_TK,1131236,GAATK,O'Neills Kildare 22 Home Kids Midi Sock,1,,0.00%,10,47.60%,50,46,50,46
GAELIC,GAA_REPLICA,KDL_TK,1101636,GAATK,O'Neills Kildare 19 Hm Kids Midi Sock Wh,1,,0.00%,10,47.80%,1,0,1,0
GAELIC,GAA_REPLICA,LTH_LW,1095382,ESS,O'Neills Louth Mini Ball Size 1 Red,1,,0.00%,10,54.30%,1,0,1,0
SWIM,SWIMWEAR,SW_LSW,1107879,P2203,Tecno Pro Ruriana II Wms Black,1,1,100.00%,10,24.90%,5,0,5,0
SWIM,SWIMWEAR,SW_LSW,1107878,P2203,Tecno Pro Ruriana II Wms Navy,1,,0.00%,10,25.90%,2,0,2,0
CLEARANCE,CLEARANCE_MISC,CLEARMISC,1043203,13Q3,Rugbytech Pocketless Club Shorts Blk,1,,0.00%,10,43.10%,19,0,19,0
CLEARANCE,CLEARANCE_MISC,CLEARMISC,1031509,P17Q2,Rtech gary wet top black / silver,1,,0.00%,10,-104.00%,191,2,191,2
GOLF,GOLF_HARDWARE,GLF_GLOVE,1097475,ESS,Footjoy FJ Kids JLH Glove White,1,,0.00%,10,55.60%,51,0,51,0
AUTHENTIC_SPORT,EVENTS,EVENTS2,1069585,P0901,Boston College Baseball Cap Burgundy,5,2,40.00%,10,-226.30%,392,382,78.4,76.4
CLEARANCE,CLEARANCE_MISC,CLEARMISC,1031594,P17Q2,Rtech pro rugby short navy,2,,0.00%,10,-112.20%,142,1,71,0.5
FOOTWEAR_WOMEN,WOMEN_STYLE_FW,LDSSANDAL,1123951,P21Q4,Iqushion Pearlised Wmn Flip Flop Mink,1,,0.00%,10,100.00%,8,0,8,0
AUTHENTIC_SPORT,AMERICAN_SPORTS,NBA_LW,1112064,20Q3,Nike Lakers Davis Kids Tee Purple,1,,0.00%,10,32.30%,2,0,2,0
KEEPFIT,SUPPLEMENTS,RUG_DRINK,1107970,NOOS,Monster Energy Absolutely Zero Drink,4,,0.00%,10,34.10%,77,36,19.25,9
APPAREL_BOYS,BOYS_TRAIN_APP,B_WVN_JP,1115651,P2201,Canterbury Kids Vapodri Poly Pant Blue,1,1,100.00%,10,-70.10%,2,2,2,2
APPAREL_BOYS,BOYS_TRAIN_APP,B_WVN_SHT,1121369,P21Q4,Puma Neymar 3.0 Boys Shorts Grey,1,1,100.00%,10,-25.50%,23,19,23,19
APPAREL_BOYS,BOYS_TRAIN_APP,B_WVN_SHT,1116142,P2203,adidas Kids Messi Short Blue,1,1,100.00%,10,-31.60%,8,0,8,0
APPAREL_MEN,MEN_TRAIN_APP,M_INL_FLJ,1113391,P2201,Portwest Lifford Micro Mens Fleece Blue,1,1,100.00%,10,16.70%,5,0,5,0
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_INL_FLJ,1113395,P2203,Portwest Clara Micro Ladies Fleece Pink,1,1,100.00%,10,16.70%,60,24,60,24
KEEPFIT,KEEP_FIT_ACC,KPFTRESAC,1020776,21Q1,FM Safety Resistance Tube Strong,2,,0.00%,9,-142.10%,10,0,5,0
SOCKS,SOCKS1,SOC_K_INL,94819000,CORE,Puma Junior 3PK Sock White,2,,0.00%,9,48.70%,110,29,55,14.5
APPAREL_GIRLS,GIRL_TRAIN_APP,G_OH_HDD,1111842,P2201,Puma Girls ESS+ Logo Cropped Hoody Black,1,1,100.00%,9,-46.00%,15,0,15,0
APPAREL_GIRLS,GIRL_TRAIN_APP,G_BRA,1116150,P2201,adidas Girls Sea WO Bra Black,1,1,100.00%,9,41.20%,9,6,9,6
BAG_CAP_SCARF,BAGS,BAG_M_GYM,1116370,21Q3, Nike Brasilia Gym Sack Black/White,1,,0.00%,9,34.40%,-7,0,-7,0
BAG_CAP_SCARF,CAPS,CAP_M_CAP,1116071,21Q3,adidas Baseball Cotton Cap Black,1,,0.00%,9,0.10%,9,0,9,0
FOOTWEAR_BOYS,JNR_BOYS_FW,JNRBOYSFW,1104002,P21Q3,Nike Court Borough Low 2 Bpv Jr By Wt/Bl,1,1,100.00%,9,-67.60%,2,0,2,0
SWIM,SWIM_HARDWARE,SW_A_GOG,1096360,CORE,Zoggs Otter Swimming Goggles Black/Lime,1,,0.00%,9,56.00%,151,73,151,73
SWIM,SWIM_HARDWARE,SW_ACC,1105961,CORE,Speedo Water Balls Galinda/Emerald,1,,0.00%,9,51.90%,60,44,60,44
RUGBY,RUG_CORE_STOCK,RUG_STUDS,1052571,CORE,Precision Plain Alloy Rugby Studs - 18mm,1,,0.00%,9,53.70%,28,1,28,1
KEEPFIT,ATHLETICS_ACC,ATH_HWARE,1117521,21Q3,Nike Fury Headband 3.0 Ashen,1,,0.00%,9,1.60%,2,2,2,2
KEEPFIT,BOXING,BOX_GLOVE,1072965,20Q2,Top Pro High Performance Gloves Blue,1,,0.00%,9,-413.00%,0,0,0,0
APPAREL_MEN,MEN_RUN_APP,ATH_M_TGT,1103619,P21Q3,Pro Touch Paddington III Mens Tight Blk,1,1,100.00%,9,-0.10%,1,1,1,1
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_INL_TSH,1106935,P21Q3,Nike Pro 365 Ess SS Wmns Top Green,1,1,100.00%,9,-67.10%,3,0,3,0
APPAREL_WOMEN,WOMEN_TRAIN_APP,L_SHORTS,1111823,22Q3,Nike Wmns Swoosh ESS Bike Short Black,1,,0.00%,9,-63.90%,0,0,0,0
APPAREL_WOMEN,WOMEN_RUN_APP,ATH_W_TGT,1112337,P21Q4,adidas Wmns OTR Short Tight Black,1,1,100.00%,9,-66.90%,1,1,1,1
APPAREL_WOMEN,WOMEN_RUN_APP,ATH_W_SST,1113409,P21Q4,Asics Womens Sakura SS Tee Grey,1,,0.00%,9,-54.80%,2,0,2,0
APPAREL_WOMEN,WOMEN_RUN_APP,ATH_W_SHT,1117017,P2203,Nike Wmns DF Tempo Race Short Purple,1,1,100.00%,9,-9.30%,3,0,3,0
GAELIC,GAA_CORE_STOCK,GAA_SOC,92695000,CORE,O'Neills Sock Red/Green Bars,1,,0.00%,9,45.10%,25,1,25,1
GAELIC,GAA_CORE_STOCK,GAA_KSC,1095262,19Q1,O'Neills Kids Socks Green/Amber,1,,0.00%,9,63.30%,2,0,2,0
GAELIC,GAA_CORE_STOCK,GAA_KSC,92724000,CORE,O'Neills Kids Sock Green White/Gold Bars,1,,0.00%,9,63.30%,13,0,13,0
GAELIC,GAA_CORE_STOCK,GAA_KSC,103119000,CORE,O'Neills Kids Bars Socks Red/Amber,1,,0.00%,9,63.30%,2,0,2,0
GAELIC,GAA_REPLICA,KDL_TK,1061856,15Q4,O'Neills Kildare Home 16 Kids Shorts Wht,1,,0.00%,9,3.60%,2,0,2,0
AUTHENTIC_SPORT,DARTS,DTS_ACC,1092510,NOOS,Harrows Flight 1705 Supergrip,9,,0.00%,9,42.80%,245,0,27.22,0
SOCCER,SOCCER_REPLICA,SIRE_LW,1100791,P2201,NB FAI 20 Training Short Green,1,,0.00%,9,23.60%,0,0,0,0
GAELIC,GAA_REPLICA,DUB_TK,1091699,18Q4,O'Neills Dublin Home 19 Jnr Jersey Blue,1,,0.00%,9,-128.60%,0,0,0,0
GAELIC,GAA_REPLICA,GAL_LW,1112219,20Q4,FOCO Galway Half Tone Mug Maroon,1,1,100.00%,9,65.30%,147,62,147,62
FOOTBALL_BOOT,SCR_FOOTWEAR,SCR_J_AST,1106634,P2201,Nike Vapor 13 Club CR7 TF Jnr White,1,1,100.00%,9,-121.80%,1,0,1,0
GAELIC,GAA_REPLICA,COR_TK,1118680,GAATK,O'Neills Cork 21 Home Kids Midi Sock Red,1,,0.00%,9,33.40%,65,40,65,40
SOCCER,SCR_CORE_PROD,SCR_PRINT,1132596,21Q4,Elms FAI Print White Number 6 White,1,1,100.00%,8,50.90%,37,37,37,37
APPAREL_BOYS,BOYS_TRAIN_APP,B_INL_TSH,1116906,P2201,Puma Kids teamLIGA Graphic Jrsy Jr Blue,1,,0.00%,8,19.60%,19,2,19,2
APPAREL_GIRLS,GIRL_TRAIN_APP,G_SHORTS,1114267,P2201,Nike Girls DF Trophy 6in Short Blue,1,,0.00%,8,-55.50%,2,0,2,0
TEAMWEAR,TW_CLUB,GAACLUBTK,1018018,CLUB,Printwear Number Only Single,2,,0.00%,8,38.50%,-9,0,-4.5,0
CLEARANCE,CLEARANCE_MISC,CLEARMISC,1031327,P17Q2,Rtech tech polo red/silver,1,,0.00%,8,-23.10%,134,0,134,0
RACKET_SPORT,TENNIS,TNS_BALL,6692001,CORE,Wilson US Open 3 Can Tennis Ball,1,,0.00%,8,60.00%,14,1,14,1
RACKET_SPORT,TENNIS,TNS_ACC,1067407,CORE,Head Hydrosorb Grip,1,,0.00%,8,38.60%,108,83,108,83
GOLF,GOLF_HARDWARE,GOLF_ACC,1120738,ESS,Masters ALIGN-ME-UP Ball System Black,1,,0.00%,8,53.80%,41,16,41,16
GOLF,GOLF_HARDWARE,GLF_GLOVE,1097476,ESS,Footjoy FJ Kids JRH Glove White,1,1,100.00%,8,36.30%,15,5,15,5
SOCKS,SOCKS1,LACES,1033741,NOOS,Shoe Lace Company Flat White,4,,0.00%,8,70.60%,41,0,10.25,0
FOOTWEAR_GIRLS,INF_GIRLS_FW,INFGIRLFW,1116294,P2201,adidas Racer TR21 Inf Girls Fw Green,1,,0.00%,8,-156.50%,6,0,6,0
FOOTWEAR_GIRLS,INF_GIRLS_FW,INFGIRLFW,1115460,P2201,Skechers Sparkle Lite Inf Girls Fw Denim,1,,0.00%,8,-125.50%,2,0,2,0
APPAREL_GIRLS,GIRL_TRAIN_APP,JG_JPANT,1114964,P21Q4,Nike Girl Jr Swoosh LegSee Legging Black,1,1,100.00%,8,10.80%,0,0,0,0
BAG_CAP_SCARF,WINTER,CAP_W_BRX,1120628,21Q4,Portwest Pom Wmns Beanie Cream/Blue,1,1,100.00%,8,31.50%,41,2,41,2
BAG_CAP_SCARF,WINTER,SCA_A_M,1110699,21Q4,Nike Fleece Neck Warmer 2.0 Black,2,,0.00%,8,-104.50%,10,0,5,0
APPAREL_BOYS,BOYS_TRAIN_APP,B_INL_TSH,1114319,P21Q4,Nike Boys Instacool SS Tee White,1,,0.00%,8,-152.30%,0,0,0,0
SWIM,SWIM_HARDWARE,SW_K_GOG,1083957,CORE,Zoggs Little Ripper Goggle Pink,1,,0.00%,8,55.40%,105,27,105,27
RUGBY,RUGBY_REPLICA,RIRE_ACC,1044323,ESS,Gilbert IRFU Sponge Ball,1,,0.00%,8,62.00%,15,0,15,0
RUGBY,RUGBY_REPLICA,CON_ACC,1100579,ESS,FOCO Connacht Mug Green,1,,0.00%,8,65.40%,4,0,4,0
AUTHENTIC_SPORT,AMERICAN_SPORTS,US_FOOT,1011104,P17Q3,Wilson NFL Green Bay Packers Mini Ball,1,,0.00%,8,45.80%,-2,0,-2,0
AUTHENTIC_SPORT,AMERICAN_SPORTS,US_FOOT,1022096,P17Q3,Wilson NFL Pittsburgh Steelers Mini Ball,1,,0.00%,8,46.30%,-1,0,-1,0
AUTHENTIC_SPORT,HOCKEY,HKY_BALL,1068456,CORE,Grys Hockey Ball Glitter,1,,0.00%,8,54.80%,172,65,172,65
KEEPFIT,KEEP_FIT_ACC,KPFTROPES,1111102,20Q2,Daricia Amaya Pro Speed Rope Black,5,,0.00%,8,-400.00%,7,0,1.4,0
KEEPFIT,BOXING,BOX_KARAT,1060908,CORE,Cimac Karate Belt 280cm Orange,2,,0.00%,8,60.90%,47,13,23.5,6.5
KEEPFIT,BOXING,BOX_KARAT,1103872,CORE,Cimac Karate Belt 240cm Yellow,2,,0.00%,8,60.00%,29,0,14.5,0
KEEPFIT,BOXING,BOX_KARAT,1103873,CORE,Cimac Karate Belt 240cm Orange,2,-1,-50.00%,8,58.80%,31,0,15.5,0
KEEPFIT,BOXING,BOX_KARAT,1103879,CORE,Cimac Karate Belt 240cm Black,2,,0.00%,8,55.50%,54,21,27,10.5
APPAREL_MEN,MEN_TRAIN_APP,M_WVN_SHT,1116969,P2203,UA Mens HIIT Woven Colorblock Short Red,1,1,100.00%,8,-123.10%,-1,0,-1,0
SOCCER,SOCCER_REPLICA,SIRE_TD,1108188,P2201,Umbro FAI Home 21 LS Jersey Green,0,1,#DIV/0!,8,-325.50%,251,212,#DIV/0!,#DIV/0!
SOCCER,SOCCER_REPLICA,LFC_TK,1094068,19Q3,New Balance LFC 3rd 19 Kids Short Grey,1,,0.00%,8,-123.80%,0,0,0,0
SOCCER,SOCCER_REPLICA,SCRT_TK,1105790,20Q2,adidas Kids Real Madrid 20 Hm Short Wht,1,,0.00%,8,100.00%,0,0,0,0
SOCCER,SOCCER_REPLICA,CHEL_TK,1096952,19Q3,Nike Chelsea 19 3rd Kids Shorts Black,1,,0.00%,8,-86.00%,2,0,2,0
SOCCER,SCR_CORE_PROD,SCR_PRINT,1078636,ESS,Sporting ID Premier League 17 Number Blk,1,1,100.00%,8,65.40%,810,565,810,565
SOCCER,SCR_CORE_PROD,SCR_PRINT,1128251,21Q4,Elms FAI Print Black Number 4 Black,1,1,100.00%,8,47.40%,51,50,51,50
SOCCER,SCR_CORE_PROD,SCR_MACC,1052573,CORE,Precision Captains Armbands Snr,2,2,100.00%,8,64.30%,70,29,35,14.5
GAELIC,GAA_REPLICA,LIM_LW,1112228,20Q4,FOCO LimerickFade Wallet Green,1,,0.00%,8,56.90%,68,29,68,29
GAELIC,GAA_REPLICA,LIM_LW,1115743,ESS,TCF Limerick Car Flag,1,,0.00%,8,46.20%,53,0,53,0
GAELIC,GAA_REPLICA,KIL_LW,1104640,19Q4,O'Neills Kilkenny Gym Sack Navy,1,,0.00%,8,44.90%,9,0,9,0
GAELIC,GAA_REPLICA,DON_LW,1050310,INTRO,Introsport Donegal Car Flag,1,,0.00%,8,51.10%,90,66,90,66
GAELIC,GAA_REPLICA,CLA_LW,1069230,INTRO,Introsport Clare Car Flag,1,,0.00%,8,50.00%,77,49,77,49
GAELIC,GAA_REPLICA,CLA_LW,1112239,ESS,FOCO Clare Half Tone Mug Yellow,1,,0.00%,8,59.40%,96,72,96,72
AUTHENTIC_SPORT,EVENTS,EVENTS2,1069592,P0901,Georgia Tech Baseball Cap Navy,4,1,25.00%,8,-226.40%,400,388,100,97
AUTHENTIC_SPORT,AMERICAN_SPORTS,NBA_LW,1112101,20Q3,Nike Hornets Kids Tee Black,1,,0.00%,8,30.00%,0,0,0,0
SOCKS,SOCKS1,LACES,1090504,21Q2,Hickies 2 Elastic Laces White,1,,0.00%,8,-12.00%,9,0,9,0
FOOTWEAR_GIRLS,JNR_GIRLS_FW,JNRGIRLFW,1111184,P2203,Asics JOLT 3 Jnr Girls Running Grey,1,,0.00%,8,-101.20%,13,0,13,0
APPAREL_GIRLS,GIRL_TRAIN_APP,G_INL_TSH,1114273,P21Q4,Nike Girls Swoosh Futura Crop Tee Purple,1,1,100.00%,8,0.00%,2,0,2,0
BAG_CAP_SCARF,WINTER,CAP_M_BRX,1057583,20Q4,Rugbytech Mens Beanie Black,3,3,100.00%,8,61.20%,117,107,39,35.67
SWIM,SWIM_HARDWARE,SW_K_CAP,1124129,22Q1,Nike Solid Silicone Cap Black,1,,0.00%,8,100.00%,1,0,1,0
AUTHENTIC_SPORT,HOCKEY,HKY_BALL,1064552,CORE,Grys Hockey Club Ball White,2,,0.00%,8,18.90%,330,131,165,65.5
KEEPFIT,SUPPLEMENTS,RUG_DRINK,1101013,NOOS,Monster Ultra Violet Energy Drink,3,,0.00%,8,0.405582923,81,60,27,20
SOCCER,SCR_CORE_PROD,SCR_BALL,1110771,20Q2,Umbro Veloce Mini Skills Ball White,2,,0.00%,8,47.50%,17,0,8.5,0
GAELIC,GAA_REPLICA,TIP_LW,1090364,18Q4,O'Neills Tipperary Solar Beanie Hat Blue,1,,0.00%,8,-10.30%,0,0,0,0
KEEPFIT,KEEP_FIT_ACC,KPFTROPES,1022513,21Q4,USI Platinum Speedrope Blk,3,,0.00%,7,-8.90%,8,0,2.67,0
SOCCER,SCR_CORE_PROD,SCR_BALL,1118860,21Q3,Rival Attack Mini Ball  Pink,2,,0.00%,7,42.00%,42,0,21,0
KEEPFIT,SUPPLEMENTS,RUG_DRINK,1101007,NOOS,Monster Energy Drink Original,3,,0.00%,7,45.50%,106,0,35.33,0
RACKET_SPORT,TENNIS,TNS_ACC,1067412,CORE,"Head Wristband 2.5""",1,,0.00%,7,46.70%,91,65,91,65
BAG_CAP_SCARF,BAGS,BAG_M_WAL,1095178,ESS,Puma Phase Wallet Black,1,,0.00%,7,57.60%,15,0,15,0
APPAREL_BOYS,BOYS_TRAIN_APP,B_INL_TSH,1111847,P21Q4,Puma Kids ftbl PLAY Logo Tee Jr Navy,1,1,100.00%,7,8.70%,0,0,0,0
SWIM,SWIM_HARDWARE,SW_A_CAP,1125252,21Q3,Speedo Moulded Silicon Swin Cap Pink,1,,0.00%,7,49.00%,2,0,2,0
SWIM,SWIM_HARDWARE,SW_ACC,1083976,CORE,Zoggs Batman Single Splashball Black,1,,0.00%,7,60.60%,34,0,34,0
